Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PT_DIFF
ATL,ATL @ PHX,01/23/2016,L,240,95,34,84,40.5,12,34,35.3,15,18,83.3,11,32,43,23,8,7,16,17,-3
CHI,CHI @ CLE,01/23/2016,W,240,96,38,87,43.7,7,17,41.2,13,15,86.7,13,40,53,21,2,5,8,18,13
LAL,LAL @ POR,01/23/2016,L,240,103,34,69,49.3,7,17,41.2,28,32,87.5,4,26,30,14,4,6,19,20,-18
MIL,MIL @ NOP,01/23/2016,L,240,99,39,74,52.7,6,15,40,15,18,83.3,6,37,43,20,3,6,18,20,-17
NYK,NYK @ CHA,01/23/2016,L,240,84,29,77,37.7,7,24,29.2,19,32,59.4,8,43,51,23,4,8,15,26,-13
POR,POR vs. LAL,01/23/2016,W,240,121,47,93,50.5,10,31,32.3,17,22,77.3,14,28,42,26,12,1,9,22,18
DET,DET @ DEN,01/23/2016,L,240,101,40,84,47.6,11,29,37.9,10,19,52.6,11,40,51,23,4,5,16,22,-3
CLE,CLE vs. CHI,01/23/2016,L,240,83,35,94,37.2,4,24,16.7,9,22,40.9,16,32,48,17,5,5,4,18,-13
NOP,NOP vs. MIL,01/23/2016,W,240,116,43,94,45.7,17,31,54.8,13,17,76.5,12,29,41,33,10,4,8,17,17
DEN,DEN vs. DET,01/23/2016,W,240,104,36,78,46.2,8,22,36.4,24,29,82.8,3,29,32,18,15,4,8,19,3
MIN,MIN vs. MEM,01/23/2016,W,240,106,34,68,50,5,17,29.4,33,36,91.7,8,30,38,26,7,5,16,21,5
IND,IND @ SAC,01/23/2016,L,240,97,36,86,41.9,7,19,36.8,18,25,72,9,32,41,18,7,10,12,26,-11
PHX,PHX vs. ATL,01/23/2016,W,240,98,34,85,40,10,24,41.7,20,26,76.9,15,37,52,22,10,6,17,17,3
SAC,SAC vs. IND,01/23/2016,W,240,108,38,85,44.7,5,16,31.3,27,36,75,13,39,52,19,7,4,15,22,11
MEM,MEM @ MIN,01/23/2016,L,240,101,37,79,46.8,9,19,47.4,18,22,81.8,10,24,34,22,9,3,14,23,-5
CHA,CHA vs. NYK,01/23/2016,W,240,97,28,82,34.1,9,31,29,32,37,86.5,11,38,49,17,5,3,12,20,13
BOS,BOS vs. CHI,01/22/2016,W,240,110,43,96,44.8,8,23,34.8,16,21,76.2,16,30,46,26,14,6,12,22,9
DAL,DAL vs. OKC,01/22/2016,L,240,106,40,87,46,10,33,30.3,16,18,88.9,7,26,33,24,9,6,8,15,-3
HOU,HOU vs. MIL,01/22/2016,W,240,102,38,94,40.4,15,44,34.1,11,16,68.8,15,27,42,27,10,10,12,21,4
LAC,LAC @ NYK,01/22/2016,W,240,116,43,76,56.6,13,23,56.5,17,24,70.8,3,33,36,27,10,3,11,17,28
LAL,LAL vs. SAS,01/22/2016,L,240,95,38,84,45.2,6,16,37.5,13,18,72.2,12,33,45,19,3,5,13,12,-13
BKN,BKN vs. UTA,01/22/2016,L,240,86,33,75,44,6,16,37.5,14,18,77.8,6,18,24,24,5,2,12,15,-22
NYK,NYK vs. LAC,01/22/2016,L,240,88,33,85,38.8,4,18,22.2,18,20,90,12,30,42,24,5,2,17,22,-28
IND,IND @ GSW,01/22/2016,L,240,110,44,95,46.3,3,17,17.6,19,27,70.4,15,29,44,22,11,4,13,20,-12
SAS,SAS @ LAL,01/22/2016,W,240,108,43,85,50.6,11,21,52.4,11,13,84.6,7,28,35,26,10,13,7,14,13
OKC,OKC @ DAL,01/22/2016,W,240,109,45,91,49.5,8,30,26.7,11,15,73.3,17,30,47,18,3,6,14,19,3
TOR,TOR vs. MIA,01/22/2016,W,240,101,35,75,46.7,13,25,52,18,21,85.7,6,35,41,19,4,8,14,15,20
UTA,UTA @ BKN,01/22/2016,W,240,108,43,75,57.3,9,16,56.3,13,15,86.7,9,31,40,28,5,4,18,20,22
MIL,MIL @ HOU,01/22/2016,L,240,98,39,85,45.9,3,14,21.4,17,22,77.3,14,34,48,30,7,10,15,17,-4
ORL,ORL vs. CHA,01/22/2016,L,265,116,45,91,49.5,11,23,47.8,15,19,78.9,7,41,48,31,6,9,19,25,-4
CHA,CHA @ ORL,01/22/2016,W,265,120,45,101,44.6,10,27,37,20,22,90.9,14,34,48,23,10,4,9,19,4
CHI,CHI @ BOS,01/22/2016,L,240,101,38,89,42.7,3,13,23.1,22,26,84.6,15,35,50,11,7,4,20,19,-9
GSW,GSW vs. IND,01/22/2016,W,240,122,43,90,47.8,14,33,42.4,22,25,88,14,36,50,31,9,4,17,24,12
MIA,MIA @ TOR,01/22/2016,L,240,81,33,81,40.7,4,17,23.5,11,17,64.7,14,28,42,13,4,2,13,16,-20
NOP,NOP vs. DET,01/21/2016,W,240,115,46,86,53.5,5,12,41.7,18,18,100,11,33,44,26,8,5,10,17,16
DEN,DEN vs. MEM,01/21/2016,L,240,101,36,80,45,9,30,30,20,26,76.9,10,30,40,26,6,1,10,25,-1
SAC,SAC vs. ATL,01/21/2016,W,240,91,33,92,35.9,7,24,29.2,18,24,75,17,39,56,24,13,4,19,14,3
MEM,MEM @ DEN,01/21/2016,W,240,102,36,72,50,6,21,28.6,24,29,82.8,4,33,37,21,7,6,13,23,1
DET,DET @ NOP,01/21/2016,L,240,99,38,91,41.8,7,30,23.3,16,20,80,18,26,44,17,5,2,15,14,-16
ATL,ATL @ SAC,01/21/2016,L,240,88,35,84,41.7,8,33,24.2,10,15,66.7,7,35,42,21,15,9,19,19,-3
CLE,CLE vs. LAC,01/21/2016,W,240,115,42,83,50.6,13,28,46.4,18,24,75,14,33,47,29,5,2,15,31,13
LAC,LAC @ CLE,01/21/2016,L,240,102,36,80,45,6,25,24,24,36,66.7,8,27,35,19,9,3,9,21,-13
PHX,PHX vs. SAS,01/21/2016,L,240,89,32,81,39.5,6,18,33.3,19,23,82.6,9,34,43,18,3,4,15,26,-28
SAS,SAS @ PHX,01/21/2016,W,240,117,42,86,48.8,9,14,64.3,24,28,85.7,10,33,43,24,8,6,8,21,28
ATL,ATL @ POR,01/20/2016,W,240,104,39,87,44.8,10,24,41.7,16,23,69.6,10,33,43,25,7,3,13,13,6
BOS,BOS @ TOR,01/20/2016,L,240,109,43,85,50.6,12,26,46.2,11,15,73.3,8,25,33,30,8,1,14,19,-6
LAL,LAL vs. SAC,01/20/2016,L,240,93,32,90,35.6,4,25,16,25,31,80.6,12,29,41,17,6,5,10,22,-19
NYK,NYK vs. UTA,01/20/2016,W,265,118,47,90,52.2,7,17,41.2,17,18,94.4,12,26,38,20,3,7,11,25,7
ORL,ORL vs. PHI,01/20/2016,L,240,87,33,84,39.3,4,17,23.5,17,26,65.4,13,34,47,19,12,3,14,14,-9
SAC,SAC @ LAL,01/20/2016,W,240,112,43,89,48.3,6,20,30,20,28,71.4,15,44,59,28,6,12,14,23,19
UTA,UTA @ NYK,01/20/2016,L,265,111,37,86,43,12,27,44.4,25,31,80.6,14,26,40,19,4,4,13,22,-7
WAS,WAS vs. MIA,01/20/2016,W,240,106,45,86,52.3,5,16,31.3,11,13,84.6,11,23,34,27,11,3,10,19,19
DET,DET @ HOU,01/20/2016,W,240,123,38,80,47.5,12,30,40,35,59,59.3,14,38,52,23,8,7,10,17,9
CHA,CHA @ OKC,01/20/2016,L,240,95,34,81,42,9,27,33.3,18,21,85.7,6,28,34,17,8,2,16,21,-14
CLE,CLE @ BKN,01/20/2016,W,240,91,36,77,46.8,5,17,29.4,14,20,70,6,39,45,15,6,3,13,13,13
CHI,CHI vs. GSW,01/20/2016,L,240,94,37,100,37,1,20,5,19,24,79.2,16,33,49,14,4,4,10,17,-31
DAL,DAL vs. MIN,01/20/2016,W,265,106,42,97,43.3,5,25,20,17,22,77.3,9,37,46,18,11,2,12,15,12
GSW,GSW @ CHI,01/20/2016,W,240,125,50,95,52.6,12,32,37.5,13,20,65,12,43,55,38,8,9,10,17,31
HOU,HOU vs. DET,01/20/2016,L,240,114,43,95,45.3,12,24,50,16,18,88.9,11,37,48,21,7,3,13,41,-9
MIA,MIA @ WAS,01/20/2016,L,240,87,33,68,48.5,7,15,46.7,14,18,77.8,7,24,31,23,3,4,21,16,-19
MIN,MIN @ DAL,01/20/2016,L,265,94,40,91,44,5,23,21.7,9,11,81.8,10,42,52,26,4,9,17,21,-12
BKN,BKN vs. CLE,01/20/2016,L,240,78,35,84,41.7,4,19,21.1,4,8,50,9,30,39,20,4,4,14,16,-13
PHI,PHI @ ORL,01/20/2016,W,240,96,36,74,48.6,9,19,47.4,15,21,71.4,4,37,41,20,8,8,15,19,9
POR,POR vs. ATL,01/20/2016,L,240,98,41,94,43.6,9,31,29,7,11,63.6,13,37,50,23,5,4,13,18,-6
OKC,OKC vs. CHA,01/20/2016,W,240,109,39,83,47,9,24,37.5,22,30,73.3,14,37,51,28,9,3,20,16,14
TOR,TOR vs. BOS,01/20/2016,W,240,115,46,83,55.4,11,29,37.9,12,17,70.6,9,28,37,23,7,5,13,15,6
MIA,MIA vs. MIL,01/19/2016,L,240,79,27,74,36.5,5,22,22.7,20,26,76.9,12,26,38,13,6,2,16,14,-12
MIN,MIN @ NOP,01/19/2016,L,240,99,36,76,47.4,3,14,21.4,24,31,77.4,12,27,39,18,10,7,16,21,-15
IND,IND @ PHX,01/19/2016,W,240,97,34,83,41,4,20,20,25,34,73.5,10,36,46,14,16,6,14,23,3
PHX,PHX vs. IND,01/19/2016,L,240,94,28,81,34.6,11,35,31.4,27,29,93.1,13,40,53,15,4,2,22,23,-3
OKC,OKC @ DEN,01/19/2016,W,240,110,41,97,42.3,6,28,21.4,22,30,73.3,16,36,52,30,11,5,13,28,6
NOP,NOP vs. MIN,01/19/2016,W,240,114,42,83,50.6,10,23,43.5,20,23,87,12,28,40,21,9,6,15,24,15
DEN,DEN vs. OKC,01/19/2016,L,240,104,35,83,42.2,7,20,35,27,36,75,12,36,48,21,5,6,18,25,-6
MIL,MIL @ MIA,01/19/2016,W,240,91,36,74,48.6,5,12,41.7,14,16,87.5,7,32,39,19,6,4,18,19,12
CLE,CLE vs. GSW,01/18/2016,L,240,98,37,77,48.1,7,19,36.8,17,25,68,8,28,36,22,3,4,16,25,-34
NOP,NOP @ MEM,01/18/2016,L,240,99,36,74,48.6,6,19,31.6,21,23,91.3,6,28,34,19,8,5,15,22,-2
CHI,CHI @ DET,01/18/2016,W,240,111,44,84,52.4,9,21,42.9,14,20,70,6,32,38,28,6,6,10,16,10
GSW,GSW @ CLE,01/18/2016,W,240,132,46,85,54.1,19,40,47.5,21,27,77.8,6,31,37,33,7,2,8,25,34
ORL,ORL @ ATL,01/18/2016,L,240,81,30,87,34.5,6,22,27.3,15,20,75,11,31,42,21,11,5,13,13,-17
POR,POR @ WAS,01/18/2016,W,240,108,43,84,51.2,17,31,54.8,5,11,45.5,9,39,48,25,5,2,15,24,10
TOR,TOR vs. BKN,01/18/2016,W,240,112,43,85,50.6,13,24,54.2,13,18,72.2,8,28,36,24,8,4,8,17,12
WAS,WAS vs. POR,01/18/2016,L,240,98,37,77,48.1,9,21,42.9,15,20,75,4,31,35,25,6,3,9,16,-10
ATL,ATL vs. ORL,01/18/2016,W,240,98,41,80,51.3,9,19,47.4,7,10,70,4,43,47,31,9,6,17,20,17
BOS,BOS @ DAL,01/18/2016,L,265,113,40,94,42.6,12,30,40,21,26,80.8,13,36,49,24,9,3,12,30,-5
DAL,DAL vs. BOS,01/18/2016,W,265,118,40,93,43,16,34,47.1,22,24,91.7,11,40,51,23,4,2,14,21,5
HOU,HOU @ LAC,01/18/2016,L,265,132,44,88,50,11,32,34.4,33,52,63.5,16,36,52,31,8,5,14,28,-8
LAC,LAC vs. HOU,01/18/2016,W,265,140,47,91,51.6,22,37,59.5,24,33,72.7,9,32,41,28,10,6,13,30,8
BKN,BKN @ TOR,01/18/2016,L,240,100,39,76,51.3,5,14,35.7,17,19,89.5,8,32,40,24,4,4,14,18,-12
PHI,PHI @ NYK,01/18/2016,L,290,113,45,102,44.1,10,28,35.7,13,25,52,7,44,51,27,9,7,13,25,-6
UTA,UTA @ CHA,01/18/2016,L,290,119,44,104,42.3,15,45,33.3,16,20,80,15,34,49,27,6,7,10,28,-5
MEM,MEM vs. NOP,01/18/2016,W,240,101,35,75,46.7,8,19,42.1,23,30,76.7,11,29,40,27,9,3,11,25,2
DET,DET vs. CHI,01/18/2016,L,240,101,42,95,44.2,5,26,19.2,12,20,60,20,30,50,18,8,2,11,16,-10
CHA,CHA vs. UTA,01/18/2016,W,290,124,41,88,46.6,14,27,51.9,28,32,87.5,7,43,50,20,6,4,16,18,5
NYK,NYK vs. PHI,01/18/2016,W,290,119,43,97,44.3,8,20,40,25,30,83.3,10,43,53,26,6,8,14,19,6
DEN,DEN vs. IND,01/17/2016,W,240,129,46,91,50.5,10,26,38.5,27,38,71.1,17,25,42,25,12,4,17,26,3
HOU,HOU @ LAL,01/17/2016,W,240,112,44,91,48.4,6,21,28.6,18,24,75,11,40,51,21,10,5,14,19,17
LAL,LAL vs. HOU,01/17/2016,L,240,95,37,82,45.1,6,19,31.6,15,19,78.9,3,33,36,25,8,7,14,16,-17
IND,IND @ DEN,01/17/2016,L,240,126,48,82,58.5,9,20,45,21,30,70,9,24,33,27,10,6,15,29,-3
DAL,DAL @ SAS,01/17/2016,L,240,83,29,81,35.8,6,23,26.1,19,25,76,5,40,45,20,4,6,13,23,-29
MIA,MIA @ OKC,01/17/2016,L,240,74,30,72,41.7,4,14,28.6,10,11,90.9,7,29,36,12,6,9,21,12,-25
MIN,MIN vs. PHX,01/17/2016,W,240,117,39,69,56.5,7,18,38.9,32,40,80,8,33,41,23,11,7,17,25,30
PHX,PHX @ MIN,01/17/2016,L,240,87,35,81,43.2,3,15,20,14,25,56,9,21,30,16,5,2,15,29,-30
SAS,SAS vs. DAL,01/17/2016,W,240,112,42,90,46.7,5,20,25,23,28,82.1,6,45,51,22,7,5,7,21,29
OKC,OKC vs. MIA,01/17/2016,W,240,99,40,88,45.5,7,22,31.8,12,12,100,13,31,44,24,11,8,14,13,25
ATL,ATL vs. BKN,01/16/2016,W,240,114,44,79,55.7,8,29,27.6,18,24,75,5,35,40,34,14,5,10,20,28
LAC,LAC vs. SAC,01/16/2016,L,240,103,38,96,39.6,13,39,33.3,14,19,73.7,14,32,46,24,6,4,11,24,-7
BKN,BKN @ ATL,01/16/2016,L,240,86,34,78,43.6,6,20,30,12,19,63.2,7,29,36,22,5,3,17,17,-28
UTA,UTA vs. LAL,01/16/2016,W,240,109,41,83,49.4,12,24,50,15,18,83.3,11,40,51,17,8,8,12,17,27
MEM,MEM vs. NYK,01/16/2016,W,240,103,39,82,47.6,5,10,50,20,26,76.9,13,31,44,24,2,5,9,19,8
DET,DET vs. GSW,01/16/2016,W,240,113,47,101,46.5,8,23,34.8,11,20,55,17,40,57,22,8,11,11,22,18
CHA,CHA vs. MIL,01/16/2016,L,240,92,33,87,37.9,9,36,25,17,22,77.3,13,22,35,27,8,2,8,20,-13
BOS,BOS @ WAS,01/16/2016,W,240,119,39,88,44.3,9,29,31,32,36,88.9,17,30,47,27,7,3,16,25,2
LAL,LAL @ UTA,01/16/2016,L,240,82,31,90,34.4,9,23,39.1,11,18,61.1,16,28,44,16,4,4,14,14,-27
NYK,NYK @ MEM,01/16/2016,L,240,95,35,77,45.5,5,20,25,20,24,83.3,6,30,36,20,4,6,11,20,-8
PHI,PHI vs. POR,01/16/2016,W,240,114,42,76,55.3,10,23,43.5,20,30,66.7,3,42,45,27,9,8,13,25,25
POR,POR @ PHI,01/16/2016,L,240,89,34,87,39.1,5,29,17.2,16,24,66.7,9,29,38,17,6,4,14,22,-25
SAC,SAC @ LAC,01/16/2016,W,240,110,36,76,47.4,13,25,52,25,33,75.8,9,43,52,28,5,8,17,19,7
WAS,WAS vs. BOS,01/16/2016,L,240,117,40,89,44.9,6,22,27.3,31,36,86.1,14,28,42,25,13,5,14,27,-2
GSW,GSW @ DET,01/16/2016,L,240,95,34,94,36.2,10,25,40,17,23,73.9,14,33,47,18,6,9,13,16,-18
MIL,MIL @ CHA,01/16/2016,W,240,105,39,72,54.2,5,12,41.7,22,26,84.6,6,40,46,23,3,11,15,15,13
ATL,ATL @ MIL,01/15/2016,L,265,101,43,100,43,9,30,30,6,6,100,7,36,43,29,5,9,18,25,-7
BOS,BOS vs. PHX,01/15/2016,W,240,117,42,96,43.8,14,30,46.7,19,29,65.5,17,39,56,30,12,5,13,19,14
NOP,NOP vs. CHA,01/15/2016,W,240,109,43,87,49.4,12,27,44.4,11,13,84.6,8,30,38,29,7,7,8,15,2
CHI,CHI vs. DAL,01/15/2016,L,240,77,31,86,36,2,19,10.5,13,15,86.7,12,35,47,16,6,2,9,19,-6
DAL,DAL @ CHI,01/15/2016,W,240,83,30,77,39,8,22,36.4,15,17,88.2,7,36,43,20,1,6,10,16,6
DEN,DEN vs. MIA,01/15/2016,L,240,95,32,78,41,6,18,33.3,25,26,96.2,6,31,37,23,4,6,14,18,-3
MIL,MIL vs. ATL,01/15/2016,W,265,108,40,96,41.7,3,10,30,25,37,67.6,21,39,60,19,9,13,18,14,7
MIN,MIN @ OKC,01/15/2016,L,240,93,34,85,40,5,12,41.7,20,23,87,16,29,45,15,3,2,13,19,-20
BKN,BKN vs. POR,01/15/2016,L,240,104,38,85,44.7,8,19,42.1,20,28,71.4,16,30,46,22,6,5,12,10,-12
IND,IND vs. WAS,01/15/2016,L,240,104,38,80,47.5,3,17,17.6,25,32,78.1,6,29,35,19,9,3,13,12,-14
WAS,WAS @ IND,01/15/2016,W,240,118,51,98,52,11,25,44,5,10,50,17,37,54,26,8,2,15,29,14
CHA,CHA @ NOP,01/15/2016,L,240,107,42,86,48.8,14,35,40,9,12,75,3,35,38,21,1,1,11,17,-2
HOU,HOU vs. CLE,01/15/2016,L,240,77,26,74,35.1,6,25,24,19,29,65.5,10,30,40,15,10,6,19,20,-14
MIA,MIA @ DEN,01/15/2016,W,240,98,40,81,49.4,4,12,33.3,14,19,73.7,9,33,42,26,5,13,14,20,3
PHX,PHX @ BOS,01/15/2016,L,240,103,35,89,39.3,10,27,37,23,28,82.1,9,36,45,24,9,5,15,22,-14
POR,POR @ BKN,01/15/2016,W,240,116,47,93,50.5,15,35,42.9,7,11,63.6,12,30,42,26,7,5,9,18,12
CLE,CLE @ HOU,01/15/2016,W,240,91,34,87,39.1,8,35,22.9,15,23,65.2,17,32,49,19,10,6,15,24,14
OKC,OKC vs. MIN,01/15/2016,W,240,113,47,89,52.8,5,23,21.7,14,22,63.6,12,28,40,31,10,7,6,21,20
CLE,CLE @ SAS,01/14/2016,L,240,95,38,82,46.3,10,26,38.5,9,11,81.8,9,34,43,15,4,2,18,23,-4
GSW,GSW vs. LAL,01/14/2016,W,240,116,43,86,50,13,33,39.4,17,20,85,12,35,47,26,12,4,20,17,18
LAL,LAL @ GSW,01/14/2016,L,240,98,40,90,44.4,4,23,17.4,14,24,58.3,16,31,47,17,13,3,21,19,-18
MEM,MEM vs. DET,01/14/2016,W,240,103,37,76,48.7,9,16,56.3,20,25,80,5,24,29,21,13,3,16,19,2
CHI,CHI @ PHI,01/14/2016,W,265,115,41,88,46.6,7,17,41.2,26,31,83.9,17,36,53,17,9,2,23,20,4
PHI,PHI vs. CHI,01/14/2016,L,265,111,42,93,45.2,12,27,44.4,15,20,75,11,23,34,23,13,5,14,27,-4
SAS,SAS vs. CLE,01/14/2016,W,240,99,38,83,45.8,5,17,29.4,18,22,81.8,11,34,45,17,6,7,12,16,4
TOR,TOR @ ORL,01/14/2016,W,265,106,37,90,41.1,8,24,33.3,24,31,77.4,11,36,47,20,11,11,12,16,3
UTA,UTA vs. SAC,01/14/2016,L,240,101,35,83,42.2,6,34,17.6,25,34,73.5,10,28,38,12,8,3,13,26,-2
DET,DET @ MEM,01/14/2016,L,240,101,37,72,51.4,15,32,46.9,12,17,70.6,8,27,35,18,3,2,20,21,-2
ORL,ORL vs. TOR,01/14/2016,L,265,103,44,97,45.4,9,23,39.1,6,8,75,6,40,46,28,4,9,16,22,-3
SAC,SAC @ UTA,01/14/2016,W,240,103,34,74,45.9,5,11,45.5,30,42,71.4,14,40,54,19,12,2,16,29,2
NOP,NOP @ SAC,01/13/2016,W,240,109,42,100,42,16,33,48.5,9,11,81.8,13,32,45,27,10,3,7,18,12
DAL,DAL @ OKC,01/13/2016,L,240,89,32,82,39,6,31,19.4,19,25,76,8,33,41,18,7,3,16,20,-19
GSW,GSW @ DEN,01/13/2016,L,240,110,42,88,47.7,10,26,38.5,16,20,80,7,32,39,25,9,11,13,25,-2
HOU,HOU vs. MIN,01/13/2016,W,240,107,37,75,49.3,7,30,23.3,26,38,68.4,8,31,39,19,11,3,16,19,3
MIA,MIA @ LAC,01/13/2016,L,240,90,31,70,44.3,9,24,37.5,19,29,65.5,5,44,49,26,5,7,24,16,-14
MIN,MIN @ HOU,01/13/2016,L,240,104,36,78,46.2,8,17,47.1,24,30,80,14,29,43,25,11,1,21,27,-3
BKN,BKN vs. NYK,01/13/2016,W,240,110,45,86,52.3,9,17,52.9,11,14,78.6,8,37,45,24,8,3,15,15,6
IND,IND @ BOS,01/13/2016,L,240,94,37,91,40.7,5,30,16.7,15,20,75,13,35,48,18,12,3,20,20,-9
POR,POR vs. UTA,01/13/2016,W,240,99,39,88,44.3,11,26,42.3,10,15,66.7,17,37,54,25,7,10,13,20,14
OKC,OKC vs. DAL,01/13/2016,W,240,108,38,82,46.3,15,33,45.5,17,29,58.6,13,41,54,24,11,5,18,26,19
WAS,WAS vs. MIL,01/13/2016,W,240,106,38,84,45.2,12,27,44.4,18,24,75,9,21,30,27,18,4,17,26,5
CHA,CHA vs. ATL,01/13/2016,W,240,107,36,82,43.9,13,39,33.3,22,26,84.6,11,43,54,26,8,9,18,24,23
ATL,ATL @ CHA,01/13/2016,L,240,84,30,81,37,7,25,28,17,21,81,6,31,37,17,5,4,16,21,-23
BOS,BOS vs. IND,01/13/2016,W,240,103,40,90,44.4,9,26,34.6,14,20,70,14,35,49,24,7,2,19,18,9
LAC,LAC vs. MIA,01/13/2016,W,240,104,40,94,42.6,11,25,44,13,16,81.3,10,33,43,26,18,5,8,25,14
MIL,MIL @ WAS,01/13/2016,L,240,101,38,72,52.8,1,8,12.5,24,34,70.6,10,37,47,23,10,2,27,21,-5
SAC,SAC vs. NOP,01/13/2016,L,240,97,41,84,48.8,6,23,26.1,9,14,64.3,10,42,52,21,4,7,18,15,-12
DEN,DEN vs. GSW,01/13/2016,W,240,112,37,87,42.5,5,22,22.7,33,37,89.2,13,36,49,22,7,3,13,18,2
NYK,NYK @ BKN,01/13/2016,L,240,104,41,91,45.1,7,22,31.8,15,23,65.2,15,32,47,19,10,3,15,13,-6
UTA,UTA @ POR,01/13/2016,L,240,85,31,76,40.8,8,19,42.1,15,22,68.2,10,28,38,20,8,6,14,15,-14
CHI,CHI @ MIL,01/12/2016,L,240,101,35,85,41.2,12,29,41.4,19,24,79.2,20,37,57,22,3,8,17,25,-5
DAL,DAL vs. CLE,01/12/2016,L,265,107,39,79,49.4,11,28,39.3,18,22,81.8,7,37,44,25,4,7,16,16,-3
MIL,MIL vs. CHI,01/12/2016,W,240,106,43,93,46.2,3,13,23.1,17,28,60.7,14,26,40,28,11,9,5,19,5
MIN,MIN vs. OKC,01/12/2016,L,240,96,36,81,44.4,7,18,38.9,17,23,73.9,11,34,45,22,7,6,18,15,-5
NYK,NYK vs. BOS,01/12/2016,W,240,120,43,81,53.1,7,20,35,27,30,90,6,33,39,24,5,5,11,17,6
IND,IND vs. PHX,01/12/2016,W,240,116,41,79,51.9,10,24,41.7,24,31,77.4,8,33,41,25,13,5,13,21,19
SAS,SAS @ DET,01/12/2016,W,240,109,41,85,48.2,5,14,35.7,22,27,81.5,11,38,49,20,9,5,17,20,10
OKC,OKC @ MIN,01/12/2016,W,240,101,39,84,46.4,9,22,40.9,14,18,77.8,8,33,41,21,10,3,18,21,5
BOS,BOS @ NYK,01/12/2016,L,240,114,42,86,48.8,9,29,31,21,26,80.8,7,35,42,25,5,4,9,20,-6
CLE,CLE @ DAL,01/12/2016,W,265,110,40,97,41.2,17,44,38.6,13,16,81.3,17,29,46,28,12,4,10,21,3
NOP,NOP @ LAL,01/12/2016,L,240,91,38,91,41.8,6,23,26.1,9,14,64.3,12,39,51,20,2,6,11,27,-4
LAL,LAL vs. NOP,01/12/2016,W,240,95,32,87,36.8,6,29,20.7,25,32,78.1,11,36,47,16,7,4,8,17,4
PHX,PHX @ IND,01/12/2016,L,240,97,36,89,40.4,8,25,32,17,27,63,16,29,45,24,6,3,19,25,-19
MEM,MEM vs. HOU,01/12/2016,L,240,91,33,72,45.8,7,18,38.9,18,24,75,13,18,31,22,9,3,19,24,-16
DET,DET vs. SAS,01/12/2016,L,240,99,38,91,41.8,6,23,26.1,17,26,65.4,11,30,41,22,8,2,12,24,-10
HOU,HOU @ MEM,01/12/2016,W,240,107,33,77,42.9,18,35,51.4,23,27,85.2,18,24,42,21,10,4,17,19,16
CHI,CHI vs. WAS,01/11/2016,L,240,100,34,81,42,9,22,40.9,23,27,85.2,10,34,44,18,5,6,17,16,-14
MIA,MIA @ GSW,01/11/2016,L,240,103,41,91,45.1,7,19,36.8,14,16,87.5,9,38,47,31,2,4,11,19,-8
BKN,BKN vs. SAS,01/11/2016,L,240,79,33,73,45.2,2,12,16.7,11,13,84.6,5,25,30,15,5,3,19,18,-27
SAS,SAS @ BKN,01/11/2016,W,240,106,44,82,53.7,4,13,30.8,14,19,73.7,10,30,40,27,8,4,13,15,27
GSW,GSW vs. MIA,01/11/2016,W,240,111,41,86,47.7,7,23,30.4,22,30,73.3,9,40,49,25,5,1,9,18,8
WAS,WAS @ CHI,01/11/2016,W,240,114,48,99,48.5,9,24,37.5,9,10,90,13,30,43,31,10,7,11,23,14
DAL,DAL @ MIN,01/10/2016,W,240,93,36,77,46.8,6,20,30,15,21,71.4,11,28,39,20,7,3,15,19,6
LAC,LAC vs. NOP,01/10/2016,W,265,114,42,89,47.2,12,36,33.3,18,34,52.9,8,39,47,26,8,3,14,24,3
MIN,MIN vs. DAL,01/10/2016,L,240,87,33,79,41.8,4,16,25,17,22,77.3,11,27,38,23,8,2,17,25,-6
NYK,NYK vs. MIL,01/10/2016,W,240,100,39,84,46.4,7,24,29.2,15,18,83.3,12,31,43,25,5,7,12,21,12
PHI,PHI vs. CLE,01/10/2016,L,240,85,35,77,45.5,6,18,33.3,9,19,47.4,7,41,48,22,6,7,19,18,-10
UTA,UTA @ LAL,01/10/2016,W,240,86,31,69,44.9,5,16,31.3,19,25,76,6,39,45,16,8,8,16,18,12
MEM,MEM vs. BOS,01/10/2016,W,240,101,31,84,36.9,4,16,25,35,40,87.5,21,37,58,12,8,9,21,23,3
BOS,BOS @ MEM,01/10/2016,L,240,98,37,88,42,7,22,31.8,17,23,73.9,11,28,39,22,17,4,16,28,-3
CLE,CLE @ PHI,01/10/2016,W,240,95,35,90,38.9,9,32,28.1,16,23,69.6,13,38,51,20,9,2,11,16,10
NOP,NOP @ LAC,01/10/2016,L,265,111,40,100,40,8,30,26.7,23,29,79.3,15,41,56,20,8,2,14,24,-3
DEN,DEN vs. CHA,01/10/2016,W,240,95,32,77,41.6,12,27,44.4,19,23,82.6,8,36,44,25,7,7,15,20,3
HOU,HOU vs. IND,01/10/2016,W,265,107,39,89,43.8,14,38,36.8,15,23,65.2,10,39,49,24,11,3,23,21,4
LAL,LAL vs. UTA,01/10/2016,L,240,74,29,89,32.6,3,21,14.3,13,15,86.7,16,25,41,15,9,4,11,22,-12
